publish_date,China,Italy,California,Wuhan,New York,USA,China_all
2020-02-16,2,0,0,1,0,0,2
2020-02-17,19,0,0,16,0,0,20
2020-02-18,18,1,0,13,0,0,22
2020-02-19,11,0,0,9,0,0,14
2020-02-20,28,0,0,18,0,0,31
2020-02-21,11,0,0,10,0,0,13
2020-02-22,7,1,0,7,0,0,9
2020-02-23,19,0,0,15,0,0,24
2020-02-24,10,0,0,6,0,0,10
2020-02-25,24,0,0,16,0,0,27
2020-02-26,15,2,0,9,0,0,17
2020-02-27,26,1,0,11,0,0,27
2020-02-28,16,0,1,11,0,1,20
2020-02-29,15,2,0,11,0,0,19
2020-03-01,27,2,1,20,0,1,33
2020-03-02,8,0,0,6,0,0,10
2020-03-03,31,0,0,22,0,0,34
2020-03-04,13,2,0,8,0,0,14
2020-03-05,17,0,0,11,0,0,19
2020-03-06,36,3,0,27,0,0,41
2020-03-07,7,0,0,2,0,0,7
2020-03-08,15,0,0,5,0,0,16
2020-03-09,8,0,0,6,0,0,9
2020-03-10,20,1,0,12,0,0,24
2020-03-11,17,2,0,9,0,0,17
2020-03-12,35,1,0,21,0,0,37
2020-03-13,29,2,0,15,0,0,30
2020-03-14,6,3,0,3,0,0,7
2020-03-15,10,0,0,2,0,0,10
2020-03-16,33,3,0,21,0,0,36
2020-03-17,33,5,0,18,0,0,35
2020-03-18,17,6,0,8,0,0,19
2020-03-19,18,5,0,9,0,0,19
2020-03-20,44,18,0,21,2,2,46
2020-03-21,6,1,0,7,0,0,8
2020-03-22,3,2,0,2,0,0,3
2020-03-23,32,7,0,18,0,0,37
2020-03-24,21,6,0,11,0,0,25
2020-03-25,21,4,0,14,0,0,24
2020-03-26,36,6,0,25,0,0,40
2020-03-27,48,14,0,24,1,1,52
2020-03-28,16,2,1,11,0,1,18
2020-03-29,9,2,0,7,0,0,12
2020-03-30,63,18,2,34,1,3,70
2020-03-31,62,14,0,29,2,2,65
2020-04-01,60,21,0,28,0,0,65
2020-04-02,37,11,0,18,1,1,39
2020-04-03,27,11,0,14,1,1,29
2020-04-04,17,4,0,8,0,0,18
2020-04-05,7,2,0,6,0,0,9
2020-04-06,52,15,2,29,3,5,60
2020-04-07,30,16,1,16,2,3,33
2020-04-08,35,8,0,19,0,0,37
2020-04-09,27,3,1,16,1,2,29
2020-04-10,43,20,0,25,0,0,47
2020-04-11,46,19,0,18,3,3,48
2020-04-12,9,3,1,4,0,1,10
2020-04-13,13,6,1,6,1,2,13
2020-04-14,45,16,0,22,0,0,48
2020-04-15,42,9,1,16,2,3,45
2020-04-16,35,12,1,15,0,1,37
2020-04-17,52,21,3,21,3,6,55
2020-04-18,27,8,0,14,2,2,29
2020-04-19,9,2,0,3,1,1,10
2020-04-20,45,15,0,18,1,1,47
2020-04-21,32,3,0,21,1,1,35
2020-04-22,56,22,4,21,4,8,59
2020-04-23,39,12,1,18,2,3,43
2020-04-24,40,8,0,20,2,2,42
2020-04-25,24,12,0,9,1,1,25
2020-04-26,18,9,0,8,0,0,19
2020-04-27,51,16,1,28,2,3,55
2020-04-28,40,6,0,14,0,0,41
2020-04-29,48,18,1,23,2,3,51
2020-04-30,49,15,1,33,4,5,54
2020-05-01,52,19,3,33,4,7,61
2020-05-02,14,5,0,5,0,0,15
2020-05-03,14,5,0,13,1,1,19
2020-05-04,28,10,0,11,0,0,28
2020-05-05,46,18,1,24,8,9,50
2020-05-06,44,14,3,22,3,6,51
2020-05-07,32,12,1,16,1,2,35
2020-05-08,47,17,0,28,0,0,52
2020-05-09,25,10,1,13,2,3,28
2020-05-10,9,2,0,3,0,0,9
2020-05-11,52,22,1,35,4,5,61
2020-05-12,41,19,0,25,1,1,48
2020-05-13,32,10,2,21,1,3,35
2020-05-14,52,12,1,29,1,2,56
2020-05-15,50,15,3,30,2,5,56
2020-05-16,39,11,0,14,4,4,41
2020-05-17,11,8,0,6,0,0,11
2020-05-18,43,17,0,30,2,2,53
2020-05-19,36,14,1,24,2,3,39
2020-05-20,36,13,1,13,2,3,41
2020-05-21,35,13,4,15,3,7,38
2020-05-22,49,15,2,29,3,5,57
2020-05-23,20,9,1,11,1,2,21
2020-05-24,16,5,0,8,2,2,17
2020-05-25,32,12,3,13,4,7,34
2020-05-26,40,20,1,26,3,4,48
2020-05-27,31,11,1,18,2,3,33
2020-05-28,30,11,1,14,2,3,35
2020-05-29,58,15,1,30,0,1,61
2020-05-30,23,5,0,1,2,2,23
2020-05-31,26,5,1,14,0,1,29
2020-06-01,57,20,2,23,3,5,59
2020-06-02,40,14,0,21,1,1,44
2020-06-03,32,13,0,13,4,4,32
2020-06-04,38,12,0,20,0,0,43
2020-06-05,48,9,1,30,2,3,55
2020-06-06,14,3,0,8,0,0,15
2020-06-07,14,5,0,7,1,1,14
2020-06-08,30,12,1,19,1,2,35
2020-06-09,36,16,2,19,1,3,39
2020-06-10,22,7,2,12,3,5,24
2020-06-11,21,13,2,13,0,2,25
2020-06-12,45,10,1,19,1,2,48
2020-06-13,17,6,1,7,1,2,18
2020-06-14,8,2,0,5,0,0,11
2020-06-15,25,8,1,17,2,3,32
2020-06-16,35,18,1,25,3,4,41
2020-06-17,28,6,0,13,1,1,29
2020-06-18,22,8,1,13,2,3,26
2020-06-19,33,6,1,17,3,4,37
2020-06-20,25,9,0,9,2,2,28
2020-06-21,8,1,0,5,0,0,9
2020-06-22,27,12,0,10,3,3,29
2020-06-23,21,14,1,8,2,3,24
2020-06-24,24,9,0,11,3,3,25
2020-06-25,17,4,1,8,2,3,17
2020-06-26,36,9,2,21,3,5,41
2020-06-27,16,3,0,6,0,0,16
2020-06-28,8,4,0,3,1,1,8
2020-06-29,19,9,2,5,1,3,21
2020-06-30,39,8,1,19,3,4,41
2020-07-01,25,7,2,10,1,3,26
2020-07-02,15,1,0,5,0,0,17
2020-07-03,1,0,0,1,0,0,1
2020-07-05,13,0,0,8,0,0,13
2020-07-10,1,1,0,0,0,0,1
2020-07-15,1,1,0,0,0,0,1
2020-07-20,2,2,0,1,0,0,2
2020-07-31,5,0,0,2,0,0,5
2020-08-01,5,1,0,4,1,1,5
2020-08-10,2,0,0,1,0,0,2
2020-08-15,1,0,0,1,0,0,1
2020-08-20,2,0,0,1,0,0,2
2020-08-31,2,2,0,1,0,0,2
2020-09-01,2,0,0,0,0,0,2
2020-09-05,1,0,0,1,0,0,1
2020-09-16,1,0,0,0,0,0,1
2020-10-01,2,0,0,1,0,0,2
2020-11-10,0,1,0,0,0,0,0
2020-11-30,1,0,0,0,0,0,1
2020-12-01,4,0,1,2,0,1,5
2020-12-31,1,0,0,0,0,0,1
