,docid,DOI,title,abstract,num_paragraph
8526,qv4o68na,10.3390/biom10040659,4356,36663,33
8527,baot3var,10.3390/biom10040517,2352,27300,21
8528,0go7rhg8,10.1111/cas.14353,5616,40833,39
8529,jjh24ipb,10.3390/cancers12040915,1809,42984,27
8530,pzjxzi18,10.1186/s13054-020-02889-4,10416,105024,48
8531,4rne67ia,10.1186/s13019-020-01153-8,2244,27312,12
8532,gkm1p2s6,10.1186/s12879-020-4942-y,2675,45075,25
8533,8kt7858l,10.1186/s12936-020-03254-0,1767,31426,19
8534,q35mbe9b,10.1186/s13054-020-02951-1,1170,37836,18
8535,xqvpvebr,10.1103/physreve.94.062408,4096,47168,64
8536,zyjd9rmp,10.1103/physrevlett.123.128301,780,8970,13
8537,loihfok3,10.1080/21645515.2019.1688038,3068,41522,26
8538,g0nadfxu,10.1002/jmv.25759,3094,44850,26
8539,4cjlolp6,10.1111/1758-5899.12786,5300,59095,53
8540,z8lw8nc6,10.1111/resp.13725,351,594,9
8541,e7xy0myq,10.1002/jmv.25737,1200,13440,16
8542,ll7bc1li,10.1002/mas.21617,2952,82224,72
8543,hufxjf5p,10.1111/tbed.13223,3068,56394,26
8544,cyfvg37t,10.1007/s10708-020-10215-2,7259,91256,61
8545,f1kmjdrn,10.7554/elife.57089,3927,54774,51
8546,wlb21edf,10.1007/s11892-020-01308-w,1344,48188,28
8547,ewxxytko,10.1038/s41541-020-0185-6,5565,60791,53
8548,a5q15dq1,10.1007/s10096-020-03914-8,2520,38304,28
8549,hy8xmtiq,10.1007/s40124-020-00216-7,1168,17008,16
8550,atls9ilb,10.1186/s13071-020-04132-z,3154,39729,19
8551,jn29kica,10.3390/jcm9041007,5476,51948,37
8552,tgmh0mn7,10.3390/jcm9041172,2037,32361,21
8553,2eaj9twh,10.1016/j.invent.2020.100323,5580,97200,36
8554,sfs8a4k4,10.3390/v12040383,2697,43121,31
8555,5426ale8,10.3390/v12040362,2537,54567,43
8556,2aahckk4,10.3390/v12040449,2139,30613,23
8557,vpilu8x9,10.3390/v12040387,4185,35898,31
8558,nb4bp2rn,10.3390/v12040393,6498,55214,38
8559,x73foqu7,10.3390/v12040442,3926,45942,26
8560,ud35mf5l,10.3390/v12040405,4224,55869,33
8561,2du1xhkc,10.3390/v12040439,1740,27318,29
8562,imbpgsub,10.3390/v12040376,3483,34357,43
8563,eojeofum,10.3390/toxins12040215,2240,23884,28
8564,8lqzfj2e,10.1007/s12275-020-0109-1,0,7984,8
8565,2y1b76j8,10.1007/s00701-020-04373-y,4446,91221,39
8566,6jh3lvm3,10.1002/bmb.2004.494032060404,1326,15782,13
8567,sxj5ph6s,10.1016/j.febslet.2004.11.015,3915,23345,29
8568,0ahm394p,10.1007/s00044-020-02554-z,6392,53909,47
8569,c60pmwfs,10.1007/s11262-020-01764-2,2502,28638,18
8570,f8qkcaqc,10.1007/s10753-020-01239-4,3434,49708,34
8571,hqxybv1k,10.1186/s12977-020-00521-5,2709,24927,21
8572,7ssws3nw,10.1186/s12936-020-03256-y,1683,37927,17
8573,843ubc9p,10.1021/acsmedchemlett.9b00662,2552,24728,22
8574,9grv61vi,10.1186/s12890-020-01182-y,6321,122108,49
8575,kkfe3q4x,10.1007/s00268-020-05567-2,2806,48415,23
8576,glasg76o,10.1038/s41598-020-65357-7,3575,47975,25
8577,5nehyamn,10.1186/s12887-020-02107-8,3224,54777,31
8578,8tlwgcvs,10.1186/s12887-020-02144-3,2500,51175,25
8579,36ljune4,10.3390/pathogens9040246,2808,33240,24
8580,kzi4iklz,10.1007/s40265-020-01322-y,1134,17850,21
8581,xgexsr1j,10.1177/0023677218824382,4800,53100,30
8582,nrfil3oc,10.1038/s41577-020-0306-5,2844,36612,36
8583,zc6ve6le,10.1007/s12028-020-00986-4,3993,100386,33
8584,o4uswcyl,10.1371/journal.pbio.3000697,1856,46464,32
8585,15wtv6bt,10.1007/s10544-020-00494-4,2716,41076,28
8586,5osu6hdu,10.1186/s12929-020-00649-8,5888,87722,46
8587,z5tr3xen,10.1038/s41597-020-0471-1,354,642,6
8588,18xriumr,10.1007/s00438-020-01684-8,2288,35308,26
8589,w62b6fdh,10.1007/s00253-020-10683-z,3255,57474,31
8590,kt2qewlx,10.1007/s00540-020-02795-7,4617,103626,57
8591,ulavc4qe,10.1371/journal.pone.0233392,4422,53823,33
8592,r8e19t0c,10.1371/journal.pone.0233360,6840,93015,45
8593,imslfm4l,10.1371/journal.pone.0233180,1720,26140,20
8594,9fw32bk9,10.1007/s10943-020-01037-0,2304,23808,24
8595,nifd2c1u,10.1007/s11136-020-02525-2,4025,63385,35
8596,q0red95y,10.1038/s41419-020-2544-7,5600,52220,35
8597,mz36br2j,10.1177/1745691619897974,4165,46354,49
8598,o9hmzaxm,10.1177/0269216320911595,10164,127248,66
8599,r4zwdw2z,10.1177/1745691619895071,2158,27144,26
8600,bz6iwfan,10.1177/1524838018772850,3792,43440,24
8601,aw5m39s3,10.1177/2472555219887142,4560,99978,57
8602,f1n24rgm,10.1038/s41415-020-1579-6,855,14670,15
8603,99kg8jxy,10.1007/s12026-020-09130-y,4020,55830,30
8604,5hecneog,10.1186/s40981-020-00343-6,1665,17040,15
8605,fhujw34k,10.1007/s12223-019-00751-x,2880,37320,24
8606,im78xwl8,10.1007/s10875-020-00789-4,3404,45379,23
8607,z8vdxceu,10.1136/bmjgh-2020-002475,3752,46256,28
8608,rb8g5llp,10.3390/ijerph17093092,1488,35184,24
8609,e20zaosw,10.3390/ijerph17093206,2604,42377,31
8610,wd9b2xr1,10.3390/ijerph17093043,3700,51467,37
8611,hz5qj1fw,10.3390/ijerph17093143,5248,51332,41
8612,xhyfk29d,10.3390/ijerph17093269,1690,35802,26
8613,9jvoa8vr,10.3390/ijerph17093297,4794,79289,47
8614,6c8zr745,10.3390/ijms21093192,4290,32565,39
8615,cen3j26d,10.1007/s00430-019-00652-3,1533,31269,21
8616,jewffjwj,10.1007/s00430-019-00649-y,5310,61773,59
8617,sn0l2eqm,10.3390/molecules25092050,4095,32040,45
8618,okyp9th6,10.3390/molecules25092135,5929,74480,49
8619,3oggx70a,10.4269/ajtmh.19-0576,3300,34950,25
8620,fla3egqg,10.1038/s42003-020-0994-1,3510,46761,39
8621,ffi1043k,10.1128/msphere.00447-20,2856,69600,24
8622,edudhg9y,10.1097/01.numa.0000662704.97080.df,900,540,20
8623,21ldudka,10.1007/s11019-019-09928-0,2090,84205,55
8624,9oag0fbq,10.1371/journal.pone.0232977,3735,95850,45
8625,nuujqrvm,10.1371/journal.pone.0234073,3625,38900,25
8626,maqnvglz,10.1371/journal.pone.0233605,2790,48298,31
8627,44hmci2x,10.1136/jitc-2020-000773,3510,56134,26
8628,8ncgldaq,10.1093/nar/gkaa265,8192,65024,64
8629,puc13jf1,10.37201/req/028.2020,935,15334,17
8630,p84gpwyf,10.4142/jvs.2020.21.e50,3168,51680,32
8631,p2j4m552,10.1128/jcm.01793-19,2204,30628,19
8632,26i99sqe,10.15252/embr.202050680,1121,3648,19
8633,lddewr9z,10.15252/embr.201949942,6039,61183,61
8634,f2byx4lp,10.1007/s004080000032,3268,79894,43
8635,91b4xp43,10.2478/s11686-020-00225-y,1666,16912,14
8636,zmd199l1,10.1007/s00439-020-02142-6,481,16939,13
8637,g11m41kt,10.1007/s00464-020-07687-1,1343,35309,17
8638,isan3eoa,10.1007/s12630-020-01736-y,3129,40005,21
8639,i1wkic0c,10.1007/s11605-020-04650-2,1800,28875,15
8640,qomd0qnk,10.1371/journal.pntd.0008317,4176,39780,36
8641,1u1rlwzp,10.1186/s12879-020-05120-5,2349,44415,27
8642,hzqayt3n,10.3390/biom10050743,1152,25136,16
8643,lni31c0n,10.3390/ani10050769,2553,49289,23
8644,by651w5c,10.3390/ani10050883,2340,49800,20
8645,s714t4ld,10.1007/s00068-018-1045-1,1984,65534,31
8646,kd7updmi,10.3390/foods9050630,8370,97200,54
8647,vdy29v6f,10.3390/ijms21103468,6032,56680,52
8648,ptsldh2v,10.1136/vr.105758,3675,46340,35
8649,zo3gueyo,10.1136/vr.105393,1890,28812,21
8650,x9r9plv5,10.3390/ijms21103417,4960,62240,40
8651,pvydfe89,10.1136/bmjopen-2019-032675,3425,54525,25
8652,r7bfz440,10.3390/life10050057,1020,21100,20
8653,v38xdxr1,10.3390/mi11050526,2268,50544,36
8654,xdpwq3ip,10.3390/cancers12051156,1395,24555,15
8655,3653a9kc,10.7554/elife.55799,4331,61610,61
8656,sf7c34lj,10.3390/microorganisms8050667,3420,86040,60
8657,a87dmm14,10.1212/nxi.0000000000000807,392,29148,14
8658,0kknih4c,10.1097/aln.0000000000003422,192,432,8
8659,qa868o1n,10.1038/s41385-020-0313-7,476,3115,7
8660,a1i4614a,10.1186/s13063-020-04390-3,8228,99110,34
8661,rs58bxb4,10.1186/s12890-020-01207-6,4216,55366,31
8662,rmhlrx1z,10.1371/journal.pone.0233953,3825,80988,51
8663,nlm91pge,10.1371/journal.pone.0234506,8514,72468,66
8664,lfm34fsw,10.7554/elife.54186,1566,32049,27
8665,kalio62b,10.1038/s41467-020-16768-7,4674,58083,57
8666,7ygdbk5a,10.3390/insects11050297,3473,24656,23
8667,qhqoxn80,10.3390/v12050560,2800,52360,35
8668,vosu7y6j,10.3390/v12050521,576,10809,9
8669,cwtbvc2i,10.3390/cells9051143,4845,50388,51
8670,1yn0ibzj,10.3390/v12050562,2387,42284,31
8671,znvfhabk,10.1055/a-1152-4836,912,10416,12
8672,hd5rear9,10.1136/jitc-2019-000258,4320,48546,27
8673,5op2rbfc,10.7554/elife.59285,144,882,9
8674,0g5cr6ou,10.7554/elife.50684,3604,38216,34
8675,5svl4deo,10.1038/s41598-020-66775-3,2850,40560,30
8676,cuawbowc,10.1038/s41598-020-66758-4,2562,33054,21
8677,i51xxzkt,10.1001/jamanetworkopen.2020.12099,810,1080,6
8678,n0t23r06,10.1093/gigascience/giaa064,4165,80556,49
8679,9o91r0r2,10.1371/journal.pone.0233879,16758,293322,114
8680,8buawes0,10.1371/journal.pone.0234044,3224,76570,31
8681,0hxh2gdk,10.1136/bmjopen-2019-035461,5611,66495,31
8682,3dlsy8fl,10.1097/yct.0000000000000705,654,6228,6
8683,mp5t64no,10.7554/elife.55414,6305,64480,65
8684,1oeeqaep,10.1002/adma.202002361,190,2342,2
8685,6oyp1uy5,10.1007/s00405-020-06133-1,5390,77935,55
8686,ptegm1cc,10.1097/md.0000000000020690,2698,68438,38
8687,p5eq1wxi,10.1186/s12859-020-03594-3,2185,46575,23
8688,8qz21xwo,10.1007/s11886-020-01297-y,2010,80850,30
8689,98g8zc7q,10.1186/s13054-020-03067-2,3536,59618,26
8690,378eupy9,10.1038/s41375-020-0892-z,4394,37362,26
8691,o38tfjh7,10.1016/s2214-109x(20)30211-4,3807,59211,27
8692,hkkpw2bl,10.1186/s13028-020-00528-0,780,41444,26
8693,knxt7nch,10.1186/s12904-020-00590-5,3168,26720,16
8694,7mki5dp9,10.1186/s12879-020-05149-6,6520,81680,40
8695,d3v42g91,10.1177/1073110520917000,5850,28550,50
8696,m9i6kwlk,10.1177/1049732318816298,5293,59563,67
8697,qyoclhwx,10.1177/0271678x20910552,3741,43413,29
8698,axv32kys,10.1177/1049732320912409,6004,40888,38
8699,q3le85mg,10.1177/0271678x19870105,4031,39875,29
8700,kvrhvqyb,10.1523/eneuro.0077-20.2020,3175,42175,25
8701,nle4oisc,10.1063/1.5142566,1560,10140,13
8702,e0cssxub,10.1371/journal.pcbi.1007894,3880,71760,40
8703,toju7tzk,10.3390/s20113238,5148,38818,26
8704,19w2ndzb,10.3390/s20113137,7216,59614,41
8705,bf9t818m,10.1109/jbhi.2018.2870859,2370,36420,30
8706,vj2uezp5,10.1109/tbme.2013.2288497,2200,42950,25
8707,jo7ty7v4,10.3390/ijerph17113921,3425,36450,25
8708,8g0p3vtm,10.1007/s12519-019-00322-7,1700,35300,20
8709,vdwv96cs,10.1136/bmjopen-2019-036527,5728,73376,32
8710,z6yf2ti6,10.3390/ijms21114055,1742,30108,26
8711,f8793iuy,10.3390/ijms21114187,6426,110970,54
8712,juts6890,10.1093/tropej/fmq048,760,7390,10
8713,86j0lyrw,10.1093/tropej/fmq075,2601,18598,17
8714,u57nge3a,10.1093/rheumatology/kex330,2688,50288,28
8715,av4droeq,10.1093/pubmed/fdm086,1736,25508,28
8716,uuq8lfy8,10.1093/rheumatology/kes202,4550,66115,35
8717,3iwwkf22,10.1093/ndt/gfq782,2058,44268,21
8718,ay9oi077,10.1093/occmed/52.5.241,638,12716,22
8719,toevn37u,10.1093/pubmed/fdy108,3059,30268,23
8720,394850ys,10.1093/pubmed/fdr029,2754,39177,27
8721,fjyaiqdo,10.1093/ndt/gfq657,8490,59010,30
8722,gct1bmjl,10.1093/medlaw/fww047,2450,28350,25
8723,hec7nypt,10.1093/infdis/jix331,948,10464,12
8724,lvz48ed4,10.1093/infdis/jiv407,2235,12075,15
8725,fyrbe8tw,10.1093/infdis/jiz152,5221,36179,23
8726,hua905l2,10.1093/jhmas/jru019,3108,43512,37
8727,hwq21i0o,10.1093/jhmas/jrq002,3724,28082,38
8728,d1iob1r7,10.1093/pubmed/fdr088,2214,42228,27
8729,hcyluzkx,10.1093/infdis/jit825,4740,44070,30
8730,mjilvi81,10.1093/pubmed/fdt058,4464,52308,36
8731,gq6momfb,10.1093/jac/dkt203,2883,56172,31
8732,c8rb8yqh,10.1093/heapol/czp019,3268,71592,38
8733,tg1fl4ew,10.1093/ije/dyx149,2958,46516,29
8734,yr9tzccr,10.1093/heapol/czn004,4448,66112,32
8735,q0peybon,10.1093/heapol/czr056,4880,84160,40
8736,2w6qlns3,10.1093/infdis/jiu059,3724,31892,28
8737,gfd12nao,10.1093/fampra/cmr064,3999,54498,31
8738,da6bh7mt,10.1093/ilar.51.3.268,0,124538,73
8739,i30mq20m,10.1016/j.inhe.2009.12.001,1260,15732,12
8740,w5ye4nc1,10.1093/jac/dks337,2090,42130,22
8741,334qzbqk,10.1093/eurpub/ckq054,1540,37884,22
8742,vqwstvek,10.1093/imammb/dqn018,4200,80700,50
8743,6d9ko5ek,10.1093/cid/civ090,545,4790,5
8744,px3t55n2,10.1093/cid/ciy812,1139,30481,17
8745,izx9nxiw,10.1093/cid/cit695,826,14210,14
8746,zzj6j7xd,10.1093/cid/civ418,228,19980,12
8747,dbdtpojs,10.1093/cid/cit551,3252,5028,12
8748,rift52ea,10.1093/aje/kwy165,1584,12000,24
8749,pijzssj5,10.1093/cid/civ957,756,9207,9
8750,yb6rs8q7,10.1093/aje/kwy191,2310,44154,33
8751,mdewdbqs,10.1093/cid/civ141,3616,54368,32
8752,htcqp9fz,10.1093/aje/kwy153,1768,21029,17
8753,mu7pvei0,10.1093/cid/ciu285,2574,41602,22
8754,iultl80s,10.1093/aje/kwx203,1387,28690,19
8755,lumzp1ca,10.1093/aje/kwt124,1708,20342,14
8756,h7pteo3e,10.1093/aje/kwy164,1863,34569,23
8757,g0fu0r8r,10.1093/aje/kwy151,1872,25248,24
8758,11r3dnse,10.1093/aje/kwy148,2438,31487,23
8759,010xjb35,10.1136/neurintsurg-2020-016349,5866,24948,14
8760,kfowzl47,10.1371/journal.pone.0233960,5586,54150,38
8761,p56hgz7n,10.1007/s10877-020-00548-1,3058,39952,22
8762,alijioub,10.7554/elife.56935,2340,25740,26
8763,4ou7utvl,10.1186/s12889-020-09051-3,3010,40950,35
8764,w40c9u19,10.1186/s13054-020-03102-2,4833,56916,27
8765,wv9lyt1h,10.1186/s12879-020-05156-7,4320,69060,30
8766,vxx2o0dv,10.1038/s41409-020-0986-2,5376,46464,32
8767,phnb4ran,10.1038/s41467-020-17057-z,1440,17360,16
8768,0yswqubf,10.1038/s41390-020-0971-x,3904,55808,32
8769,s60syvr5,10.1292/jvms.20-0017,82,875,1
8770,27859c2f,10.1093/nar/gnj006,1140,25745,19
8771,8hidjppo,10.4081/hr.2009.e5,3162,20400,34
8772,of9t5i10,10.2174/187152111800194434,2555,36820,35
8773,vgg306kx,10.4056/sigs.3597227,0,2100,4
8774,2ubh9u8r,10.4056/sigs.3416907,0,1050,2
8775,82x0p9j4,10.1186/1743-422x-11-4,110808,1818072,2052
8776,j7k88b28,10.3390/ph4091216,1440,29328,24
8777,osdkejhz,10.3390/ph4071019,2376,35343,33
8778,08fkra10,10.1186/s40248-015-0028-x,12947,107856,107
8779,gddffqyr,10.1186/s13756-016-0112-9,5777,230317,109
8780,ij3ncdb6,10.1186/s40413-016-0096-1,65940,76862176,628
8781,seyvdccb,10.1098/rspb.2016.0328,1820,40628,28
8782,ztelgtyq,10.11124/jbisrir-2013-801,22512,800784,201
8783,gvh0wdxn,10.1186/s12879-016-1877-4,45144,7219080,264
8784,jizsewbz,10.1186/1746-5354-3-3-14,2490,30930,30
8785,1baso3q2,10.3390/v9080214,1470,14085,15
8786,uc46rzw4,10.1093/ofid/ofx180.009,1296,30520,8
8787,as7o3nt3,10.3201/eid2313.171528,484,4026,11
8788,vkn60zzs,10.3201/eid2407.151830,2240,29232,28
8789,9nmmu3pd,10.3201/eid2409.170658,728,4134,13
8790,bof6ohs2,10.1093/pch/pxy118,1782,25137,27
8791,fojzhlzx,10.1093/pch/pxy117,1674,19521,27
8792,u6gvzywk,10.1111/irv.12668,1358,4802,14
8793,rr36a3my,10.1017/s0950268819001419,4818,40722,33
8794,oeuvelb1,10.5339/qmj.2019.qccc.40,34,3111,1
8795,mrh2pbi6,10.15190/d.2013.5,6035,75331,71
8796,1oro9hcf,10.1007/bf03405394,6063,79712,47
8797,2kyfboly,10.1007/bf03405417,2142,18054,18
8798,31xz1ngl,10.5339/qmj.2019.qccc.60,54,3073,1
8799,4zjan04q,10.3201/eid2602.181022,686,5082,14
8800,v5f7zuss,10.1186/s40169-020-0260-7,3000,39120,30
8801,p4apvrjc,10.2903/j.efsa.2017.4952,46695,441763,283
8802,2tmpmm6r,10.3389/fimmu.2020.00083,4407,55263,39
8803,e9dqhydb,10.1007/s00103-003-0723-1,136,5992,8
8804,05jveocv,10.1007/s00044-014-0956-6,4844,36708,28
8805,1siozy8w,10.1007/s00112-013-2965-9,1798,57594,58
8806,ybtet45r,10.1007/s00103-003-0717-z,396,17604,12
8807,g3odc7da,10.1007/s00291-011-0249-0,5561,78859,67
8808,azcyu7ox,10.3389/fimmu.2020.00318,2941,30532,17
8809,raufxvxw,10.1007/s00103-003-0620-7,3773,72814,49
8810,aea67d8f,10.1007/s001030050020,1395,22035,15
8811,dboiy043,10.1007/bf01317843,3318,5439,21
8812,8x137oq4,10.1007/s10393-007-0087-3,1573,12254,11
8813,7z10l0m1,10.1007/s10393-005-8387-y,3744,57984,48
8814,2arx86a6,10.1007/s10393-006-0076-y,1595,22968,29
8815,pz1l08bj,10.1007/s10551-006-9301-4,2100,75960,60
8816,umtu37eu,10.1007/s00604-013-1129-x,1962,18954,18
8817,jf77ykws,10.1007/s10393-006-0080-2,2730,18780,30
8818,gmt3bxx3,10.1007/s00343-012-1293-6,3625,34104,29
8819,wf36hx8o,10.1007/s00706-012-0877-3,15500,112100,100
8820,u62ovh6l,10.1023/a:1024069014911,2128,41972,28
8821,eq1hp6a7,10.1007/s10745-007-9128-3,4977,33831,63
8822,ps4gcy9o,10.1007/s00300-009-0640-3,1404,15516,18
8823,j0qlwmkn,10.1007/s10588-008-9027-1,2675,28125,25
8824,yi8096tb,10.1007/s00604-017-2191-6,1848,27825,21
8825,a08j80ee,10.1007/s00348-007-0420-1,1680,29484,21
8826,83pnvlpw,10.1007/s10588-016-9238-9,5200,62750,50
8827,4qjvf2xw,10.1007/s10453-009-9110-1,1408,32824,22
8828,mfc3rdov,10.1007/s10658-006-9037-0,3403,81426,41
8829,6rw2wk1q,10.1007/s00604-017-2300-6,3350,34025,25
8830,e067cg5q,10.1007/s10393-005-8961-3,2730,54210,30
8831,fiugz232,10.1007/s10393-006-0063-3,988,21717,19
8832,ye6wuwgd,10.1007/s10405-018-0174-x,1980,45180,45
8833,0dhzv75e,10.1007/s10405-019-00291-8,1806,57372,42
8834,q1bmt8m5,10.1007/bf02562556,4255,40664,23
8835,qej5a8ks,10.1007/s10405-018-0191-9,2016,29832,24
8836,7hza9kqi,10.1007/bf01403394,1140,19970,10
8837,hiip9jhi,10.1007/bf00177079,1708,9296,14
8838,2yhj3m9i,10.1007/s10593-014-1499-y,760,1185,5
8839,2ieobw3t,10.1007/s10393-006-0035-7,800,17200,16
8840,vr65eg6g,10.1007/s10479-017-2480-9,2002,40612,22
8841,zoxgacwy,10.1007/s11673-009-9163-4,1566,15390,27
8842,71sypiiw,10.1007/s11274-010-0490-8,2756,21996,26
8843,v7x01y87,10.1007/s11703-010-0001-6,1562,33858,22
8844,ax09x6gk,10.1007/s11277-016-3438-y,6510,58466,62
8845,slnm0v91,10.3103/s0095452712060035,0,30135,21
8846,20eznonl,10.1007/s11703-008-0080-9,2268,19206,18
8847,bssazy93,10.1360/982005-451,2870,39095,35
8848,cqdztiv5,10.1007/s11426-007-0047-3,1886,33994,23
8849,odnlt6fr,10.1007/s11277-016-3610-4,6468,70950,66
8850,5xr7qh5c,10.1007/bf02838613,5488,51240,28
8851,zg3ifje0,10.1007/s11135-017-0648-7,1968,41123,41
8852,m2qdojsf,10.1007/bf02838611,2145,26805,15
8853,2hj19vqt,10.1007/s11673-009-9198-6,2627,27972,37
8854,liyyms8v,10.1007/s11673-009-9164-3,1932,21700,28
8855,57noonwh,10.1007/bf02268947,4332,17556,38
8856,6friw2ek,10.1134/s0026893310020020,1794,62244,78
8857,i3aohgo6,10.1007/s11192-009-0051-9,5162,42050,58
8858,kac96l0a,10.1079/ivp2002292,1708,12040,14
8859,ekdoox6m,10.1007/bf02278497,10710,33558,119
8860,7p2ncwrd,10.1007/s11434-014-0171-3,1140,27740,19
8861,gpz7giuv,10.1134/s0026261713010062,2704,27456,26
8862,m2cokcpz,10.1007/s11101-008-9088-2,3978,45552,39
8863,kfrp45sy,10.3103/s0095452709010113,32472,23004,36
8864,jyti99xq,10.1007/s11094-019-01968-3,5796,51030,42
8865,7fbzbxa2,10.3103/s009545271305006x,825,46629,33
8866,udssuaqp,10.1007/s11703-009-0054-6,2720,18940,20
8867,5uv6knkm,10.1134/s1022795407080170,2000,40975,25
8868,yj5jit9e,10.1007/s11284-011-0874-8,3564,49824,36
8869,5g6dn95u,10.1007/bf02267648,3744,22392,36
8870,pmeovccv,10.1134/s0026893310010061,4080,42870,30
8871,uuw3s5d5,10.1007/s11425-013-4652-7,7821,104544,99
8872,dr3al7ai,10.1007/bf02836381,4389,40260,33
8873,lpe49hcj,10.1007/s11869-014-0280-9,2890,35088,34
8874,yecaao6b,10.1007/bf02836380,2222,29678,22
8875,qy8gm11c,10.1007/s11434-006-1571-9,1650,35850,25
8876,u5c7r955,10.1007/s11684-009-0047-0,2860,34960,20
8877,kckzvlcw,10.1007/bf03184164,0,9900,18
8878,c0tk9a0j,10.1007/s11705-019-1834-z,5130,39390,30
8879,cnynfb80,10.1007/s11426-010-0135-7,3105,21249,27
8880,i3xcjagk,10.1007/s11426-009-0103-2,4788,186390,114
8881,g2t2cico,10.1007/s11947-012-0932-4,6105,49665,55
8882,91xe475p,10.1007/s11240-004-0653-0,6555,71592,57
8883,qi9ex3l5,10.2478/s11756-013-0307-y,5580,49356,36
8884,qazty2dd,10.1007/bf02838608,2678,50180,26
8885,c1d7pava,10.1007/bf02838034,3168,26304,24
8886,rnrlslfh,10.1007/bf02838610,3225,31425,25
8887,mxc5xpdn,10.1007/s11071-009-9557-1,7998,58824,86
8888,yw088jvf,10.1134/s1021443711030101,0,11704,14
8889,d9szap94,10.1134/s1021443715010100,0,34833,51
8890,wvfrwnft,10.1007/s12560-008-9005-2,1026,17917,19
8891,k38xlki3,10.1007/s12250-007-0033-0,1442,18298,14
8892,0ro04s5e,10.1007/s12273-019-0513-9,2670,39450,30
8893,jys1y0k9,10.1007/s12560-010-9034-5,1022,12656,14
8894,nl8nzz16,10.1007/s12560-011-9056-7,9676,108650,82
8895,7juyhbwz,10.1007/s12250-007-0058-4,612,5862,6
8896,gabr03sm,10.1007/s12374-019-0056-8,6950,66400,50
8897,swk9o0nn,10.1007/s12250-007-0022-3,1342,14960,11
8898,7w8qxs4w,10.1007/s12273-018-0460-x,2625,21273,21
8899,5ffp71nd,10.1007/s12250-008-2968-1,558,5472,9
8900,gi6pin4i,10.1007/s12257-014-0456-z,588,7308,12
8901,miupbeuy,10.1007/s12250-009-3037-0,1575,11580,15
8902,fne8p8h8,10.1007/s12273-017-0388-6,2712,38472,24
8903,mmykzj9w,10.1007/s12250-008-2952-9,428,2376,4
8904,xswtuaeq,10.1007/s12257-018-0408-0,675,19005,15
8905,gfiqjgxg,10.1007/s12250-007-0054-8,2800,39900,35
8906,ur5n07ey,10.1007/s12250-009-3021-8,1664,13871,13
8907,yz6qi6n7,10.1007/s12257-008-0019-2,3496,20930,23
8908,0e1qn4yv,10.1007/s12560-010-9025-6,2401,39151,49
8909,g4r7j8hk,10.1007/s12250-007-0042-z,279,4857,3
8910,g4bu3nb2,10.1007/s12250-008-2966-3,2684,27852,22
8911,p0agtjig,10.1007/s12257-009-3012-5,2054,18681,13
8912,jr3ze3h6,10.1007/s12250-009-3032-5,256,7656,8
8913,q731qktg,10.1007/s12257-012-0242-8,1498,10696,14
8914,web2tdef,10.1007/s12250-009-2982-y,1581,22967,17
8915,3jezc081,10.1007/s12254-018-0468-z,1224,24038,17
8916,g5fqxdqh,10.1007/s12250-009-3031-6,506,7931,11
8917,csfwvpaz,10.1007/s12257-013-0599-3,1183,11999,13
8918,0b12dy3e,10.1007/s12273-016-0290-7,4205,43732,29
8919,68lweeo7,10.1007/s12273-017-0351-6,3729,48180,33
8920,7evmiuv5,10.1007/s12250-007-0020-5,1988,15218,14
8921,ym8sydbz,10.1007/s12274-018-2094-9,4602,74281,59
8922,lhuvagem,10.1007/s12560-008-9006-1,1296,20592,18
8923,4hk0veck,10.1007/s12560-010-9026-5,1050,15165,15
8924,0y8lfjkx,10.1007/s12560-008-9001-6,539,10692,11
8925,1m30r1rj,10.1007/s12250-009-3014-7,56,4326,2
8926,l3vwb2v7,10.1007/s12250-009-3017-4,720,8088,8
8927,2931ep31,10.1186/s42506-019-0015-8,2071,33326,19
8928,r0qndney,10.1038/asiamat.2008.91,120,438,6
8929,anv5774q,10.1038/s41409-018-0318-y,153584,96512,464
8930,hyum252p,10.1016/j.biocon.2005.06.025,3424,55328,32
8931,cz1gx9oj,10.2147/rmhp.s242168,3649,78146,41
8932,6ehvyoug,10.2147/opth.s207976,3763,118402,53
8933,x6ono2wr,10.1067/mda.2003.20,2310,22374,22
8934,eqauuo1x,10.1038/news030804-9,720,992,16
8935,1wui9gwa,10.1038/news050110-3,512,928,16
8936,n1ie0rnm,10.1038/news030602-12,1768,793,13
8937,cyj3sf8d,10.1038/news040621-10,570,855,19
8938,6kp0ryu1,10.1038/nature.2003.1,437,9063,19
8939,gt6g5g2x,10.1038/news030505-10,264,858,11
8940,dth6vexa,10.1038/news050725-1,665,874,19
8941,wkw0ble0,10.1038/news.2011.165,748,1298,22
8942,2vpvdm11,10.1038/news.2008.1011,605,627,11
8943,gy5qdm4n,10.1007/s10165-013-0842-y,1815,12750,15
8944,oqdzv3v3,10.1038/news030505-4,224,1184,16
8945,a957w41v,10.1038/311355a0,0,21700,20
8946,9ep6ljxs,10.1038/news040112-11,294,840,14
8947,armpejd2,10.1038/nature.2003.3,459,6545,17
8948,021q9884,10.1038/news030331-4,456,648,12
8949,zctabuic,10.1038/news040216-23,288,648,12
8950,qtfk7vag,10.1038/329328a0,1125,18180,15
8951,jakcjm0a,10.1038/news041213-3,630,826,14
8952,v6nxsr6y,10.1038/news040503-13,180,405,9
